id,date,city,venue,category,title,time,ticketUrl,cost
"4600","2026-08-11","Wasilla","Schwabenhof","music","Karaoke Night","8p-11p","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4601","2026-08-11","Willow","Willow Community Center","music","Meet & Greet w/ West Susitna Development","5p-8p","https://www.facebook.com/events/1540167107544454/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4602","2026-08-12","Anchorage","Alaska Zoo","community","Free Community Storytime","10:30a-11a","https://www.facebook.com/events/2118396738965650/2118396908965633/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4603","2026-08-12","Anchorage","Pioneer Bar","music","The Eternal Cowboys","10p-1a","https://www.facebook.com/photo.php?fbid=1348210747309890&set=pb.100063629314416.-2207520000&type=3",""
"4604","2026-08-12","Anchorage","Koot’s","music","Koots Karaoke","10p-2a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=51fd3075bf&e=be0392aff7",""
"4605","2026-08-12","Anchorage","49th State Brewery","music","Garden Grooves: Music in the Beer Garden","5p-7p","https://www.facebook.com/photo/?fbid=1267333412235644&set=gm.1017207420732481",""
"4606","2026-08-12","Anchorage","Anchorage Social Dance Club","music","International Folk Dancing","6:30p-8p","https://www.facebook.com/35PlusClub/posts/pfbid0WJizwEbNi85duFkPSHFUsdVjmCMNhvohUubFJ3YdcCa5a49CmcfsWq4FKLK63J9xl",""
"4607","2026-08-12","Anchorage","Wildbirch Hotel","music","Live Music at Crimson w/ Jared Woods","6:30p-9:30p","https://www.facebook.com/crimsonanchorage",""
"4608","2026-08-12","Anchorage","Manhattan’s Restaurant & Lounge","music","Seth Malone","6p-9p","https://www.facebook.com/events/1314368867508276/",""
"4609","2026-08-12","Anchorage","907 Alehouse","music","Tyrone & Friends","7p-10p","https://www.facebook.com/tyrone.palmer.722744",""
"4610","2026-08-12","Anchorage","Koot’s","comedy","Comedy Open Mic","7p-10p","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=2020d45d02&e=be0392aff7",""
"4611","2026-08-12","Anchorage","Pink Cadillac","dance","Line Dance Wednesdays","7p-11p","https://www.facebook.com/events/1351242593745182/1351242600411848/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4612","2026-08-12","Anchorage","Humpy’s","music","Live Music w/ Pam Santoro","8p-11:30p","https://www.facebook.com/HumpysAlaska/posts/pfbid0X3poRge9txCycQWfALADfNcwHhYikTUYn9MrnRURjZj4ym9JxfEsM48Kt2ALcDBDl",""
"4613","2026-08-12","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-2a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4614","2026-08-12","Anchorage","Mad Myrna’s","music","Karaoke","9p-12a","https://www.facebook.com/akrockstarkaraoke/events",""
"4615","2026-08-12","Anchorage","Van’s Dive Bar","music","Karaoke","9p-1a","https://www.facebook.com/akrockstarkaraoke/events",""
"4616","2026-08-12","Eagle River","Homestead Lounge","music","Karaoke Night w/ KJ Smoke","8p-12a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4617","2026-08-12","Ester","Fairbanks Tango","dance","Wednesday Dance Practice","6p-9p","https://www.facebook.com/events/1043559824868668/1043559851535332/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4618","2026-08-12","Fairbanks","Running Reindeer Ranch","music","Music w/ Syler Fell & Jess Klemm","7p-8p","https://runningreindeer.com/music-with-reindeer-schedule/",""
"4619","2026-08-12","Fairbanks","The Palace Theater","music","Golden Heart Revue","8:15p-9:15p","https://www.akvisit.com/palace-theatre?fbclid=IwY2xjawR7CNdleHRuA2FlbQIxMABicmlkETFZQTc5Q1NiWm16bDhNY0RZc3J0YwZhcHBfaWQQMjIyMDM5MTc4ODIwMDg5MgABHrK_LgMLEgXX7mcIrxnzr8jTJ9RaI_Lt7mvGG48tR-IMPMLVZRSzqN26Ewga_aem_RqdeQf5Ku3SEWvV41NwhHg",""
"4620","2026-08-12","Fairbanks","The Spur","music","Karaoke Night with Rocky!","8p-11p","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4621","2026-08-12","Juneau","The Crystal Saloon","music","Vinyl Afternoon's w/ Dj Roman Martinez","5p-7p","https://www.facebook.com/photo/?fbid=1008203218480466&set=a.160104659956997",""
"4622","2026-08-12","Juneau","The Crystal Saloon","music","Open Mic Night","8p-11:30p","https://www.facebook.com/photo/?fbid=1507990474662996&set=a.752367223558662",""
"4623","2026-08-12","Juneau","Alaskan Hotel and Bar","music","Karaoke","8p-11p","https://www.facebook.com/akrockstarkaraoke/events",""
"4624","2026-08-12","Ketchikan","Ketchikan Dock","music","Music on the Dock: The Foghorn Five","12p-1p","https://www.ketchikanarts.org/events-performances/full-arts-calendar.html/event/2026/08/12/music-on-dock-the-foghorn-five/566266",""
"4625","2026-08-12","Ketchikan","Inn at Creek Street","music","The Ukulele Group","3:45p-4:45p","https://www.ketchikanarts.org/events-performances/full-arts-calendar.html/event/2026/08/12/1786581900/the-ukelele-group-/521570",""
"4626","2026-08-12","Palmer","Bleeding Heart Brewery","music","Fireside Book Club","6:30p-8:30p","https://www.facebook.com/events/850328077498239/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4627","2026-08-12","Palmer","Four Corner’s Lounge","music","West Coast Sing Wednesday","7:30p-9:30p","https://www.facebook.com/photo/?fbid=1411992579757709&set=gm.1053059570049116",""
"4628","2026-08-12","Seward","Yukon Bar","music","Karaoke with Raunchy Rachel","9p-1a","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=e982562f83&e=be0392aff7",""
"4629","2026-08-12","Soldotna","Soldotna Library","community","Bouncing Babes Story Time","10:30a-11a","https://www.facebook.com/events/843086674966253/843086701632917/?acontext=%7B%22event_action_history%22%3A%5b%7B%22extra_data%22%3A%22%22%2C%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%2C%7B%22extra_data%22%3A%22%22%2C%22mech",""
"4630","2026-08-12","Soldotna","Soldotna Creek Park","music","Levitt Amp Music Series: Noah Richardson & Bunny Swan","6p-9p","https://www.facebook.com/events/1688380632310315/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22discovery_custom_tab%22%2C%22surface%22%3A%22bookmark%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4631","2026-08-12","Talkeetna","Denali Brewing Company","music","Solo Steve Norwood","5:30p-8:30","https://www.instagram.com/p/Dbhn0XNB84h/",""
"4632","2026-08-12","Wasilla","Black Birch Books","community","Sign Language Classes","5p-6p","https://www.facebook.com/events/1980234609292524/1980234615959190/?acontext=%7B%22event_action_history%22%3A%5b%7B%22mechanism%22%3A%22surface%22%2C%22surface%22%3A%22permalink%22%7D%5d%2C%22ref_notif_type%22%3Anull%7D",""
"4633","2026-08-12","Wasilla","Schwabenhof","music","Open Mic","7:30p-11p","https://akconcets.us20.list-manage.com/track/click?u=7bd13a48fecb63b6d795caadf&id=2020d45d02&e=be0392aff7",""
"4634","2026-08-13","Anchorage","9th State Brewery","music","Garden Grooves: Music in the Beer Garden 5p-","","",""
"4635","2026-08-13","Anchorage","Anchorage Museum","music","Lunch on the Lawn: Live Music w/ Santoro 11:3","","",""
"4636","2026-08-13","Anchorage","Beartooth Theatrepub","music","Trails in Motion 1","","",""
"4637","2026-08-13","Anchorage","Blarney Stone","music","Open Mic Night w/ It's Just Dez 6:4","","",""
"4638","2026-08-13","Anchorage","Broken Blender","music","Karaoke 7p-","","",""
"4639","2026-08-13","Anchorage","Koot’s","comedy","Comedy Open Mic 7p-10pKoot’s - Karaoke 1","","",""
"4640","2026-08-13","Anchorage","The Peanut Farm","music","Live & Local Music w/ Jared Woods 6:3","","",""
"4641","2026-08-13","Anchorage","Pink Cadillac","music","Ladies Night at Pink Cadillac w/ DJ Rico 7p-","","",""
"4642","2026-08-13","Anchorage","Pioneer Bar","music","DJ Cross 1","","",""
"4643","2026-08-13","Anchorage","Magnetic North Brewing","music","Stop Light Nights","6p-8p","",""
"4644","2026-08-13","Anchorage","Time Out Lounge","music","Open Mic Loathing in Las Vegas","8p-11p","",""
"4645","2026-08-13","Anchorage","Humpy’s","music","Live Music w/ Nothin But Karma 8p-12aKoot’s - Latin Night w/ DJ MyKey T","8p-1a","",""
"4646","2026-08-13","Anchorage","Koot’s","music","Latin Night w/ DJ MyKey T","8p-1a","",""
"4647","2026-08-13","Anchorage","The Carousel Lounge","music","AK Rockstar Karaoke","8p-2a","",""
"4648","2026-08-13","Cooper Landing","Gwin’s Lodge","music","Seth Malone","5p-?","https://www.facebook.com/events/1314368867508276/",""
"4649","2026-08-13","Eagle River","Homestead Lounge","dance","Dance Lessons with Shufflin Country Style 8p-","","",""
"4650","2026-08-13","Eagle River","3 Homestead Lounge","music","Country Night w/ DJ AumanJoy 9p-","","",""
"4651","2026-08-13","Eagle River","Odd Man Rush","music","Snacks at Midnight","7p-?","https://www.facebook.com/events/979644471786128",""
"4652","2026-08-13","Fairbanks","The International Hotel & Bar","music","Karaoke with Angel 8p-","","",""
"4653","2026-08-13","Fairbanks","The Palace Theater","music","Golden Heart Revue 8:1","","",""
"4654","2026-08-13","Fairbanks","Jack Sprat","music","Live Music w/ Baker","6p-?","",""
"4655","2026-08-13","Fairbanks","3 The Marlin","music","Open Mic Night at the Marlin","8p-11p","",""
"4656","2026-08-13","Girdwood","Girdwood Brewing Company","music","Ride Bikes, Drink Beer","6:30p-?","",""
"4657","2026-08-13","Homer","Pratt Museum","music","Guided tours of the Botanical Gardens, Homestead Garden, & Forest Trails.","11a-12p","",""
"4658","2026-08-13","Homer","Homer Council on the Arts","music","Community Jam Sessions","6:30p-9p","",""
"4659","2026-08-13","Homer","AJ’s Old Town Steakhouse & Tavern","music","Piano Music by Erica","6p-8p","",""
"4660","2026-08-13","Homer","Pier One Theater","music","Sense And Sensibility","7:30p-8:30p","",""
"4661","2026-08-13","Homer","Alibi Bar & Café","music","Karaoke Night","9p-12:30a","",""
"4662","2026-08-13","Juneau","Alaskan Hotel and Bar","music","Open Mic 9p-","","",""
"4663","2026-08-13","Juneau","3 The Crystal Saloon","music","Vinyl Afternoon's w/ Dj Roman Martinez 5p-","","",""
"4664","2026-08-13","Juneau","3 The Crystal Saloon","music","Karaoke Night 8p-","","",""
"4665","2026-08-13","Juneau","4 Alaskan Hotel and Bar","music","Pop-Up Cherioke","9p-?","",""
"4666","2026-08-13","Ketchikan","Ketchikan Dock","music","Music on the Dock: DJ DJ Archieologic","12p-1p","",""
"4667","2026-08-13","Ketchikan","105.3 FM KRBD","music","Ketchikan Arts & Humanities Council: Arts Report","8:20a-8:35a","",""
"4668","2026-08-13","Ketchikan","Totem Bar","music","Open Mic Night","8p-10p","",""
"4669","2026-08-13","McCarthy","The Golden Saloon","music","Open Mic Night8/1","","",""
"4670","2026-08-13","McCarthy","4 The Golden Saloon","music","McWavy8/1","","",""
"4671","2026-08-13","McCarthy","5 The Golden Saloon","music","McWavy","","",""
"4672","2026-08-13","North Pole","North Pole Alehouse","music","Karaoke Thursdays with Rocky Barnette","8p-12a","",""
"4673","2026-08-13","Seward","Yukon Bar","dance","Dance Night w/ DJ Waitwat","9p-2a","",""
"4674","2026-08-13","Soldotna","Soldotna Library","community","Preschool Storytime","10:30a-11a","",""
"4675","2026-08-13","Trapper Creek","Boots Bison Ranch","music","Trapper Creek Bluegrass Revival","","",""
"4676","2026-08-13","Wasilla","Settler’s Bay Lodge","music","Collin Donley Live","6p-?","",""
"4677","2026-08-13","Wasilla","Everett’s","music","Live Music With Drew Sablon","6p-9p","",""
"4678","2026-08-14","Anchorage","9th State Brewery","music","Yappy Hour: Dog Friendly Happy Hour 4:3","","",""
"4679","2026-08-14","Anchorage","9th State Brewery","music","Garden Grooves: Music in the Beer Garden 5p-","","",""
"4680","2026-08-14","Anchorage","9th State Brewery","music","Candlelight Concert: Tribute to Fleetwood Mac 5:3","","",""
"4681","2026-08-14","Anchorage","9th State Brewery","music","Candlelight Concert: Queen vs. ABBA 7:4","","",""
"4682","2026-08-14","Anchorage","Alaska Dance Promotions","dance","Friday Night Dance Lounge 9p-","","",""
"4683","2026-08-14","Anchorage","Bird Treatment & Learning Center","music","Ambassador Bird Programs: Experience Wild Birds Up Close! 12:3","","",""
"4684","2026-08-14","Anchorage","Broken Blender","music","Karaoke w/ DJ Charms 8p-","","",""
"4685","2026-08-14","Anchorage","Flattop Pizza & Pool","music","DJ JRock 9:3","","",""
"4686","2026-08-14","Anchorage","Glenn Square","community","Friday Night Market 6p-","","",""
"4687","2026-08-14","Anchorage","Gumbo House","music","Pop Piano Bar w/ MJ Riemann 6p-","","",""
"4688","2026-08-14","Anchorage","Humpy’s","music","Live Music w/ Ayla Ray & Chris Christy Quintet 9:3","","",""
"4689","2026-08-14","Anchorage","Koot’s","music","Yachtly Crew 1","","",""
"4690","2026-08-14","Anchorage","Pink Cadillac","music","Boots, Beer, & Ballads Country Night w/ DJ Rico 7p-","","",""
"4691","2026-08-14","Anchorage","Pioneer Bar","music","DJ Cross 1","","",""
"4692","2026-08-14","Anchorage","SubZero Microlounge","music","Karaoke Night at SubZero 8p-","","",""
"4693","2026-08-14","Anchorage","Turnagain Brewing","music","Hwy9 in Concert 6:3","","",""
"4694","2026-08-14","Anchorage","Van’s Dive Bar","music","Bodelia James 9:3","","",""
"4695","2026-08-14","Anchorage","1a Wendy Williamson Auditorium","music","Darci Lynne 6:3","","",""
"4696","2026-08-14","Anchorage","Fairview Community Rec Center","community","Mobile Library Visit & Storytime","1p-3p","",""
"4697","2026-08-14","Anchorage","JBER Library","music","Summer Bash","1p-3p","",""
"4698","2026-08-14","Anchorage","9p Hilltop Ski Area","music","Summer Music on the Patio: SAZÓN","6p-7:30p","",""
"4699","2026-08-14","Anchorage","Blarney Stone","music","Da Good Ol' Good Ones","6p-8p","",""
"4700","2026-08-14","Anchorage","O’Malley’s on the Green","music","Williwaw Blue","7p-10p","",""
"4701","2026-08-14","Anchorage","The Fraternal Order of Eagles Aerie 4207","music","Karaoke Friday at the Eagles!","7p-12a","",""
"4702","2026-08-14","Anchorage","Bernie’s Bungalow Lounge","music","Arctic Entry & Dawson Gentleman Band","9p-?","",""
"4703","2026-08-14","Anchorage","Mad Myrna’s","music","Mad Myrna's Diva Variety Show","9p-11:30p","",""
"4704","2026-08-14","Anchorage","Arctic Academie de Danse","dance","Friday Night Dance Social","9p-11p","",""
"4705","2026-08-14","Anchorage","The Carousel Lounge","music","$100 Cash Giveaway Karaoke Contest","9p-1a","",""
"4706","2026-08-14","Anchorage","Time Out Lounge","music","Blast From The Past","9p-2:30a","",""
"4707","2026-08-14","Eagle River","Homestead Lounge","music","DJ AumanJoy","9p-2a","",""
"4708","2026-08-14","Ester","Malemute Saloon & Gold Camp","music","Tara Starlight & The Forest That Never Sleeps","7p-11p","",""
"4709","2026-08-14","Fairbanks","The Palace Theater","music","Golden Heart Revue 8:1","","",""
"4710","2026-08-14","Fairbanks","The International Hotel & Bar","music","Encore Weekend w/ Wicked Serenity & Signs of Sacrifice","8p-12a","",""
"4711","2026-08-14","Haines","Pioneer Bar","music","Open Mic Night","9p-1a","",""
"4712","2026-08-14","Homer","Kharacters Alaskan Bar","music","Red Marker Resistance","10p-2p","",""
"4713","2026-08-14","Homer","Pier One Theater","music","Sense And Sensibility","7:30p-10p","",""
"4714","2026-08-14","Homer","Justin Cole’s Down East Saloon","festival","Backyard Summer Concert Series & Music Festival","8:30p-1a","",""
"4715","2026-08-14","Hope","Dirty Skillet","music","Spindrift","6p-10p","",""
"4716","2026-08-14","Hope","Creekbend Co.","music","Noah Rinker","7p-11p","",""
"4717","2026-08-14","Juneau","The Crystal Saloon","music","Karaoke w/ Al Boogie","8p-?","",""
"4718","2026-08-14","Juneau","Alaskan Hotel and Bar","music","Pop-Up Cherioke","9p-?","",""
"4719","2026-08-14","Kenai","Skeet’s Dive Bar","music","Snacks At Midnight w/ The Pit ViperZ","9p-?","",""
"4720","2026-08-14","Ketchikan","Bush Pilots’ Lounge","music","Live Music with Sarah Short","6p-8p","",""
"4721","2026-08-14","Ketchikan","The  Creek Street Cabaret","dance","Square Dance w/ Music by the Free Radicals","7p-9p","",""
"4722","2026-08-14","Ketchikan","The New York Café","music","Live Music in the Café","7p-9p","",""
"4723","2026-08-14","Kodiak","The Rendezvous","music","Roland Roberts Band","8p-11p","",""
"4724","2026-08-14","McCarthy","The Golden Saloon","music","McWavy","","",""
"4725","2026-08-14","Palmer","Downtown Palmer","music","Friday Fling Live Music Solo Steve","12p-3p","",""
"4726","2026-08-14","Palmer","Palmer Alehouse","music","Black Barrel and the Bad Men","7p-10p","",""
"4727","2026-08-14","Palmer","Palmer Train Depot","music","Rhythm & Royalty Tour","7p-11:30p","",""
"4728","2026-08-14","Palmer","American Legion Post 15","music","Karaoke","7p-11p","",""
"4729","2026-08-14","Seward","Flamingo Lounge","music","Live Music w/ The Jephries ft. Luv Guvna","6:30p-9:30p","",""
"4730","2026-08-14","Seward","Yukon Bar","music","King Monkey w/ Bananahands Live","9p-2a","",""
"4731","2026-08-14","Skagway","Skagway Brewing","music","Skagway Idol","7:30p-?","",""
"4732","2026-08-14","Sterling","Naptowne Brewing Company","music","Brandon Kellum","6p-9p","",""
"4733","2026-08-14","Talkeetna","Talkeetna Village Park","music","Live At Five Summer Concerts: TKA Hawks","5p-7p","",""
"4734","2026-08-14","Talkeetna","Mountain High Pizza","music","Collin Donley Live","7p-10p","",""
"4735","2026-08-14","Trapper Creek","Boots Bison Ranch","music","Trapper Creek Bluegrass Revival","","",""
"4736","2026-08-14","Wasilla","Black Birch Books","music","Storytelling Night: Shared Scars","5p-7p","",""
"4737","2026-08-14","Wasilla","Last Frontier Brewing Company","music","Live Music w/ Sergio","6p-9p","",""
"4738","2026-08-14","Wasilla","Schwabenhof","music","Karaoke Night","8p-11p","",""
"4739","2026-08-15","Anchorage","Anchorage Social Dance Club","dance","Dance Social 7p-","","",""
"4740","2026-08-15","Anchorage","Anchorage Museum","community","Jazz on the Lawn w/ Alaska Jazz Workshop 1","","",""
"4741","2026-08-15","Anchorage","Anchorage Museum","music","Parlor in the Round Outdoor Concert w/ Emma Hill, Tyson Davis, & Ashley Young 5:3","","",""
"4742","2026-08-15","Anchorage","Anchorage Weekend Market","community","Live Music at the Market 1","","",""
"4743","2026-08-15","Anchorage","Beartooth Theatrepub","festival","Cat Video Fest 2","","",""
"4744","2026-08-15","Anchorage","Broken Blender","music","Karaoke w/ DJ Charms 8p-","","",""
"4745","2026-08-15","Anchorage","Continental","music","Latin Night Takeover w/ DJ Jose & DJ Yenmy 1","","",""
"4746","2026-08-15","Anchorage","Flattop Pizza & Pool","music","DJ JRock 9:3","","",""
"4747","2026-08-15","Anchorage","Humpy’s","music","Live Music w/ Dawson Gentleman & Arctic Entry 9:3","","",""
"4748","2026-08-15","Anchorage","Koot's","music","The Reg Flags 1","","",""
"4749","2026-08-15","Anchorage","Main Event Grill","theatre","Anchorage Community Theatre: Dream Roles Cabaret Show 6:3","","",""
"4750","2026-08-15","Anchorage","Muldoon Chanshtnu Park","community","Muldoon Community Market 9:3","","",""
"4751","2026-08-15","Anchorage","Pink Cadillac","dance","Latin Dance Closing Party with DJ Maria, DJ Josh, & DJ Colin 1","","",""
"4752","2026-08-15","Anchorage","Ship Creek Brewing","music","Will H. Johnson 5:3","","",""
"4753","2026-08-15","Anchorage","Sullivan Arena Football Stadium","festival","Hmong Harvest Festival 1","","",""
"4754","2026-08-15","Anchorage","Wildbirch Hotel","music","Poses & Mimosas w/ burn+bloom 1","","",""
"4755","2026-08-15","Anchorage","9th State Brewery","music","Garden Grooves: Music in the Beer Garden","5p-7p","",""
"4756","2026-08-15","Anchorage","Gumbo House","music","Pop Piano Bar w/ MJ Riemann","6p-9p","",""
"4757","2026-08-15","Anchorage","The Nave Spenard","music","Drag For A Cause: Rhinestone Rodeo","7p-9p","",""
"4758","2026-08-15","Anchorage","Broken Blender","music","Sweet Cheeks Cabaret: Vaudeville Vibes - Hot Spec-taters of Tease","8p-12a","",""
"4759","2026-08-15","Anchorage","Williwaw Social","music","CONVERGE","8p-12a","https://www.tixr.com/groups/showdownalaska/events/converge-202947",""
"4760","2026-08-15","Anchorage","Williwaw Social","music","HB 1350","8p-12a","https://www.eventbrite.com/e/1996184416325?aff=oddtdtcreator",""
"4761","2026-08-15","Anchorage","Oriental Garden","music","Weekly Karaoke Contest","9p-1:3","",""
"4762","2026-08-15","Anchorage","Mad Myrna’s","music","Mad Myrna's Diva Variety Show","9p-11:3","",""
"4763","2026-08-15","Anchorage","The Carousel Lounge","music","Supernova Live","9p-1a","",""
"4764","2026-08-15","Anchorage","Van’s Dive Bar","dance","Raspberry, Laughy, & Swing Syndicate","9p-1a","",""
"4765","2026-08-15","Anchorage","Time Out Lounge","music","Blast From The Past","9p-2:30a","",""
"4766","2026-08-15","Barrow","Tuzzy Consortium Library","community","Storytime & Crafternoon","1p-2p","",""
"4767","2026-08-15","Big Lake","Common Ground Alaska Farm","community","Big Lake Community Farmer’s Market","12p-6p","",""
"4768","2026-08-15","Cooper Landing","Cooper Landing Brewing","music","Black Barrel & The Bad Men","6:30p-?","https://www.facebook.com/photo.php?fbid=1539379864813086&set=pb.100062232621386.-2207520000&type=3",""
"4769","2026-08-15","Eagle River","Homestead Lounge","music","DJ Auman Joy 8p-","","",""
"4770","2026-08-15","Eagle River","5 Odd Man Rush","community","Miles Pruner Live","4p-?","",""
"4771","2026-08-15","Ester","Malemute Saloon & Gold Camp","music","Deja Vu, Old Timey Music","7:30p-11p","",""
"4772","2026-08-15","Fairbanks","The Palace Theater","music","Golden Heart Revue 8:1","","",""
"4773","2026-08-15","Fairbanks","Salisbury Theater","music","Darci Lynne 6:3","","",""
"4774","2026-08-15","Fairbanks","Musher’s Hall","music","2026 Midnight Sun Scottish Highland Games","10a-6p","",""
"4775","2026-08-15","Fairbanks","Hoodoo Brewing","music","After Hours w/ Cousin Curtiss, Steve Brown & the Bailers, & Adele & Friends","7:30p-11:30p","",""
"4776","2026-08-15","Fairbanks","The International Hotel & Bar","music","Encore Weekend w/ Wicked Serenity & Signs of Sacrifice","8p-12a","",""
"4777","2026-08-15","Girdwood","Alyeska Resort","festival","Blueberry Festival","10a-6p","",""
"4778","2026-08-15","Girdwood","Raw Market","music","Halo w/ Posterchild, Lloyd Van Ham, & Monir","6p-?","",""
"4779","2026-08-15","Haines","Pioneer Bar","music","Karaoke Night","9p-1a","",""
"4780","2026-08-15","Homer","Kharacters Alaskan Bar","music","Lost Rockets","10p-2p","",""
"4781","2026-08-15","Homer","Pratt Museum","music","Guided tours of the Botanical Gardens, Homestead Garden, & Forest Trails.","11a-12p","",""
"4782","2026-08-15","Homer","Justin Cole’s Down East Saloon","festival","Backyard Summer Concert Series & Music Festival","1p-1:30a","",""
"4783","2026-08-15","Homer","AJ’s Old Town Steakhouse & Tavern","music","Piano Music by Sunrise Kilcher","6p-8p","",""
"4784","2026-08-15","Homer","Porcupine Theater","music","All Ages Show w/ The Pudgies, DSB, Ophelia","7:30p-?","",""
"4785","2026-08-15","Homer","Pier One Theater","music","Sense And Sensibility","7:30p-10p","",""
"4786","2026-08-15","Homer","Alice’s Champagne Palace","music","Snacks At Midnight w/ The Pit ViperZ","9p-?","",""
"4787","2026-08-15","Hope","Dirty Skillet","music","Spindrift","6p-10p","",""
"4788","2026-08-15","Hope","Creekbend Co.","music","Noah Rinker","7p-11p","",""
"4789","2026-08-15","Juneau","The Crystal Saloon","music","Treadwell Trax","10p-?","",""
"4790","2026-08-15","Juneau","Best Window Blinds","music","Behind the Blinds: A Speakeasy Anniversary Party","2p-6p","",""
"4791","2026-08-15","Kenai","Duck Inn Café","community","Yacht Rock Sing –Along Brunch","11a-2p","",""
"4792","2026-08-15","Kenai","Vagabond Inn","music","Troubadour North","8p-?","",""
"4793","2026-08-15","Ketchikan","Arctic Bar","music","Virgin Voyages: Brilliant Lady Land Party","12p-6p","",""
"4794","2026-08-15","Ketchikan","Tongass Historical Museum","music","Summer Saturdays at the Museum","1p-3p","",""
"4795","2026-08-15","Ketchikan","The  Creek Street Cabaret","music","Badd Dog Blues Society","8p-10p","",""
"4796","2026-08-15","Kodiak","The Rendezvous","music","Roland Roberts Band","8p-11p","",""
"4797","2026-08-15","McCarthy","The Golden Saloon","music","McWavy","","",""
"4798","2026-08-15","North Pole","North Pole Alehouse","music","Retirement Home Takeover Party w/ DJ 4K","9p-2p","",""
"4799","2026-08-15","Palmer","Hatcher Pass Lodge","music","Collin Donley","4p-7p","",""
"4800","2026-08-15","Palmer","Palmer Alehouse","music","Johnny Prizm","7p-10p","",""
"4801","2026-08-15","Palmer","American Legion Post 15","dance","Two-Step and Country Swing Dance Lessons!","7p-8p","",""
"4802","2026-08-15","Palmer","American Legion Post 15","music","Karaoke","8p-11p","",""
"4803","2026-08-15","Palmer","Government Peak Recreation Area","music","Veins of Gold Mountain Race","9a-?","",""
"4804","2026-08-15","Seward","Yukon Bar","music","SIXSTAR w/ The Wet Spots, BoyMom, & Filthy Mike","9p-2a","",""
"4805","2026-08-15","Sitka","Sitka Fine Arts Camp","festival","Sitka Blues Fest","3p-9p","",""
"4806","2026-08-15","Sitka","Crescent Harbor","music","Sitka Conservation Society Wilderness Cruise","5p-8p","",""
"4807","2026-08-15","Skagway","Skagway Library","community","Read with a Ranger Story Time","10:30a-?","",""
"4808","2026-08-15","Skagway","Skagway Library","music","Music Time","3p-5p","",""
"4809","2026-08-15","Soldotna","The Goods","music","Karaoke w/ Edencraft","5p-8p","",""
"4810","2026-08-15","Soldotna","The Orca Theater","comedy","The Killer Comedy Show Ft. Sabrina Speers","8:30p-11p","",""
"4811","2026-08-15","Sterling","Naptowne Brewing Company","music","Tune Weavers","4p-8p","",""
"4812","2026-08-15","Sterling","Lakeside Falls","festival","Taste of Aloha! A Traditional Hawaiian Luau","5:30p-7:30p","",""
"4813","2026-08-15","Talkeetna","Sheldon Community Arts Hangar","community","Salmon Run Art Auction Fundraiser","3p-5p","",""
"4814","2026-08-15","Talkeetna","Fairview Inn","music","Madeline & the Brothers Smith","9p-1a","",""
"4815","2026-08-15","Trapper Creek","Boots Bison Ranch","music","Trapper Creek Bluegrass Revival","","",""
"4816","2026-08-15","Valdez","Valdez Brewing","community","Saturday Market","10a-4p","",""
"4817","2026-08-15","Wasilla","Tug Bar & Liquor- Goose Bay Inn","music","Live Music with Monster on the Mountain","","",""
"4818","2026-08-15","Wasilla","Last Frontier Brewing Company","music","Rick Brooks Live","6p-9p","",""
"4819","2026-08-16","Anchorage","Anchorage Social Dance Club","dance","Country Dance Nights: Line Dancing & Swing 6:3","","",""
"4820","2026-08-16","Anchorage","Anchorage Weekend Market","community","Live Music at the Market 1","","",""
